soil_ph,fertility_ec,humidity,sunlight,soil_temp,soil_moisture,label,source,suitability_probability,suitable
6.7,537,75,2631,28.8,94,String Bean,augmented_smote,0.9944,True
6.7,537,75,2642,28.8,94,String Bean,augmented_smote,0.9844,True
6.9,540,76,2699,29.0,93,String Bean,augmented_smote,0.7224,True
6.6,535,75,2607,28.7,94,String Bean,augmented_smote,0.578,False
6.7,536,75,2626,28.8,94,String Bean,augmented_smote,0.9988,True
6.8,538,76,2657,28.9,93,String Bean,augmented_smote,0.9995,True
6.8,539,76,2677,28.9,93,String Bean,augmented_smote,0.9995,True
6.6,535,75,2603,28.7,94,String Bean,augmented_smote,0.8616,True
6.7,536,75,2629,28.8,94,String Bean,augmented_smote,0.9988,True
6.7,536,75,2621,28.8,94,String Bean,augmented_smote,0.9988,True
6.6,527,73,3097,29.2,90,Pechay,augmented_smote,0.2513,False
6.3,526,72,3180,29.2,89,Pechay,augmented_smote,0.1852,False
6.6,534,75,2666,28.8,94,Pechay,augmented_smote,0.6518,True
6.6,529,73,3055,29.4,91,Pechay,augmented_smote,0.3125,False
6.7,528,73,3031,29.2,89,Pechay,augmented_smote,0.4211,False
6.6,529,73,3037,29.2,88,Pechay,augmented_smote,0.5101,False
6.7,530,74,3002,29.5,92,Pechay,augmented_smote,0.1655,False
6.3,525,74,3198,29.1,88,Pechay,augmented_smote,0.2375,False
6.4,529,72,3018,28.9,91,Pechay,augmented_smote,0.6453,True
6.6,529,73,3036,29.4,92,Pechay,augmented_smote,0.4855,False
6.5,528,72,3089,29.2,91,Pechay,augmented_smote,0.1361,False
6.4,530,72,3065,29.0,91,Pechay,augmented_smote,0.7134,True
6.7,529,73,3009,29.2,88,Pechay,augmented_smote,0.3059,False
6.3,526,72,3164,29.2,89,Pechay,augmented_smote,0.3359,False
6.7,529,73,3017,29.2,87,Pechay,augmented_smote,0.2694,False
6.6,532,74,2797,28.9,93,Pechay,augmented_smote,0.6504,True
6.4,526,74,3131,29.1,88,Pechay,augmented_smote,0.4401,False
6.3,525,74,3196,29.1,88,Pechay,augmented_smote,0.2595,False
6.7,529,73,3008,29.3,88,Pechay,augmented_smote,0.2536,False
6.4,527,72,3150,29.2,89,Pechay,augmented_smote,0.2698,False
6.5,528,72,3085,29.1,89,Pechay,augmented_smote,0.423,False
6.3,526,73,3187,29.2,89,Pechay,augmented_smote,0.4836,False
6.9,539,76,2737,29.0,93,Pechay,augmented_smote,0.7787,True
6.4,526,72,3157,29.2,89,Pechay,augmented_smote,0.3138,False
6.6,528,73,3064,29.2,88,Pechay,augmented_smote,0.3908,False
6.7,528,73,3047,29.2,91,Pechay,augmented_smote,0.2424,False
6.5,527,72,3114,29.1,90,Pechay,augmented_smote,0.1869,False
6.3,525,73,3192,29.1,88,Pechay,augmented_smote,0.2619,False
6.9,540,76,2691,29.0,93,Pechay,augmented_smote,0.5257,False
6.7,529,73,3005,29.3,89,Pechay,augmented_smote,0.1155,False
6.7,528,73,3035,29.2,90,Pechay,augmented_smote,0.3689,False
6.6,528,73,3054,29.2,87,Pechay,augmented_smote,0.4798,False
6.3,525,74,3189,29.1,88,Pechay,augmented_smote,0.4039,False
6.9,540,76,2706,29.0,93,Pechay,augmented_smote,0.7192,True
6.7,530,74,2986,29.2,91,Pechay,augmented_smote,0.4205,False
6.6,528,73,3076,29.2,91,Pechay,augmented_smote,0.3034,False
6.6,529,73,3046,29.2,88,Pechay,augmented_smote,0.4632,False
6.5,528,73,3110,29.3,90,Pechay,augmented_smote,0.3332,False
6.7,528,73,3044,29.2,91,Pechay,augmented_smote,0.2331,False
6.3,525,74,3194,29.1,88,Pechay,augmented_smote,0.2168,False
6.7,529,73,3009,29.2,91,Pechay,augmented_smote,0.3966,False
6.7,528,73,3051,29.2,91,Pechay,augmented_smote,0.2813,False
6.3,526,72,3175,29.2,89,Pechay,augmented_smote,0.1032,False
6.6,528,74,3070,29.4,91,Pechay,augmented_smote,0.3416,False
6.7,530,74,3000,29.5,92,Pechay,augmented_smote,0.1463,False
6.7,529,73,3028,29.2,87,Pechay,augmented_smote,0.4034,False
6.5,528,72,3092,29.1,91,Pechay,augmented_smote,0.1836,False
6.7,530,74,3002,29.4,91,Pechay,augmented_smote,0.2657,False
6.7,530,74,2970,29.4,92,Pechay,augmented_smote,0.4505,False
6.3,527,71,3160,29.0,90,Pechay,augmented_smote,0.3201,False
6.4,529,72,3036,28.9,91,Pechay,augmented_smote,0.6171,True
6.7,530,74,3003,29.4,90,Pechay,augmented_smote,0.3341,False
6.6,528,72,3066,29.1,88,Pechay,augmented_smote,0.4872,False
6.3,526,72,3181,29.2,89,Pechay,augmented_smote,0.1496,False
6.9,540,76,2695,29.0,93,Pechay,augmented_smote,0.0563,False
6.5,528,72,3095,29.1,89,Pechay,augmented_smote,0.3752,False
6.3,527,71,3163,29.0,90,Pechay,augmented_smote,0.6946,True
6.7,532,74,2860,29.2,93,Pechay,augmented_smote,0.5669,False
6.7,530,74,3001,29.5,91,Pechay,augmented_smote,0.1639,False
6.5,527,74,3111,29.1,88,Pechay,augmented_smote,0.4974,False
6.8,537,75,2807,29.0,92,Pechay,augmented_smote,0.6983,True
6.7,531,74,2848,29.0,90,Pechay,augmented_smote,0.6126,True
6.7,529,73,3008,29.3,88,Pechay,augmented_smote,0.2536,False
6.6,527,73,3101,29.2,90,Pechay,augmented_smote,0.1974,False
6.6,528,72,3084,29.1,91,Pechay,augmented_smote,0.2207,False
6.8,539,76,2677,28.9,93,Pechay,augmented_smote,0.3913,False
6.7,529,73,3028,29.2,89,Pechay,augmented_smote,0.3746,False
6.4,527,71,3144,29.0,90,Pechay,augmented_smote,0.7324,True
6.7,529,73,3021,29.2,87,Pechay,augmented_smote,0.3385,False
6.4,531,73,2891,28.9,92,Pechay,augmented_smote,0.2282,False
6.5,526,74,3132,29.1,89,Pechay,augmented_smote,0.4476,False
6.7,528,73,3040,29.2,90,Pechay,augmented_smote,0.2929,False
6.7,530,74,3011,29.5,92,Pechay,augmented_smote,0.2121,False
6.3,526,72,3173,29.0,89,Pechay,augmented_smote,0.0368,False
6.6,534,75,2692,28.8,93,Pechay,augmented_smote,0.6512,True
6.3,526,73,3189,29.2,89,Pechay,augmented_smote,0.5286,False
6.7,531,74,2943,29.4,92,Pechay,augmented_smote,0.5034,False
6.5,527,72,3120,29.2,90,Pechay,augmented_smote,0.3487,False
6.7,531,74,2891,29.1,89,Pechay,augmented_smote,0.1593,False
6.7,530,74,3011,29.5,92,Pechay,augmented_smote,0.2121,False
6.6,534,75,2644,28.8,94,Pechay,augmented_smote,0.1777,False
6.3,527,71,3157,29.0,90,Pechay,augmented_smote,0.5989,False
6.3,527,71,3146,29.0,90,Pechay,augmented_smote,0.6827,True
6.5,527,74,3120,29.1,88,Pechay,augmented_smote,0.5565,False
6.7,528,73,3034,29.2,89,Pechay,augmented_smote,0.4268,False
6.7,530,74,3006,29.5,92,Pechay,augmented_smote,0.3154,False
6.5,528,72,3098,29.1,89,Pechay,augmented_smote,0.3915,False
6.7,536,74,2849,29.0,92,Pechay,augmented_smote,0.724,True
6.5,530,72,3040,29.0,91,Pechay,augmented_smote,0.7672,True
6.3,527,71,3163,29.0,90,Pechay,augmented_smote,0.6946,True
6.7,529,74,3013,29.4,92,Pechay,augmented_smote,0.1153,False
6.3,527,71,3163,29.0,90,Pechay,augmented_smote,0.6946,True
6.4,526,74,3160,29.1,89,Upo,augmented_smote,0.6264,True
6.4,526,74,3160,29.1,89,Upo,augmented_smote,0.6264,True
6.7,528,73,3043,29.2,90,Upo,augmented_smote,0.4174,False
6.4,528,72,3118,29.1,89,Upo,augmented_smote,0.596,False
6.3,526,72,3171,29.1,89,Upo,augmented_smote,0.289,False
6.5,528,72,3075,29.1,88,Upo,augmented_smote,0.4887,False
6.6,535,75,2607,28.7,94,Upo,augmented_smote,0.0069,False
6.3,526,73,3185,29.1,89,Upo,augmented_smote,0.5734,False
6.7,531,74,2884,29.0,89,Upo,augmented_smote,0.6567,True
6.4,526,74,3143,29.1,88,Upo,augmented_smote,0.7797,True
6.7,531,74,2942,29.2,88,Upo,augmented_smote,0.5825,False
6.5,532,74,2795,28.8,93,Upo,augmented_smote,0.6853,True
6.5,527,73,3109,29.2,90,Upo,augmented_smote,0.4441,False
6.4,531,73,2909,28.9,92,Upo,augmented_smote,0.645,True
6.6,533,74,2741,28.9,92,Upo,augmented_smote,0.3488,False
6.3,526,72,3173,29.1,89,Upo,augmented_smote,0.3956,False
6.3,526,73,3183,29.1,89,Upo,augmented_smote,0.5447,False
6.3,526,72,3181,29.2,89,Upo,augmented_smote,0.3008,False
6.3,526,72,3178,29.2,89,Upo,augmented_smote,0.1864,False
6.4,526,74,3175,29.1,88,Upo,augmented_smote,0.8238,True
6.8,533,74,2888,29.1,89,Upo,augmented_smote,0.6521,True
6.7,532,74,2868,29.2,93,Upo,augmented_smote,0.6988,True
6.3,525,74,3197,29.1,88,Upo,augmented_smote,0.4848,False
6.3,528,71,3113,29.0,90,Upo,augmented_smote,0.5982,False
6.6,527,73,3079,29.2,90,Upo,augmented_smote,0.3636,False
6.6,534,75,2664,28.8,94,Upo,augmented_smote,0.5968,False
6.7,532,74,2823,29.0,90,Upo,augmented_smote,0.2907,False
6.5,527,74,3119,29.1,88,Upo,augmented_smote,0.6013,True
6.4,527,72,3150,29.2,89,Upo,augmented_smote,0.4326,False
6.7,528,73,3043,29.2,91,Upo,augmented_smote,0.1941,False
6.7,530,74,3003,29.4,91,Upo,augmented_smote,0.4215,False
6.4,526,74,3144,29.2,89,Upo,augmented_smote,0.5005,False
6.5,527,72,3107,29.1,90,Upo,augmented_smote,0.4734,False
6.4,525,74,3178,29.1,88,Upo,augmented_smote,0.699,True
6.3,526,73,3188,29.2,89,Upo,augmented_smote,0.41,False
6.4,527,72,3146,29.2,89,Upo,augmented_smote,0.5277,False
6.5,528,73,3099,29.3,90,Upo,augmented_smote,0.1805,False
6.4,528,72,3106,29.2,91,Upo,augmented_smote,0.3657,False
6.4,527,72,3134,29.2,90,Upo,augmented_smote,0.3206,False
6.6,534,75,2692,28.8,92,Upo,augmented_smote,0.15,False
6.7,530,73,2982,29.2,88,Upo,augmented_smote,0.7621,True
6.7,528,73,3035,29.2,89,Upo,augmented_smote,0.4216,False
6.3,525,74,3196,29.1,88,Upo,augmented_smote,0.2091,False
6.3,527,71,3156,29.0,90,Upo,augmented_smote,0.3752,False
6.7,529,73,3007,29.3,89,Upo,augmented_smote,0.0998,False
6.4,527,71,3125,29.0,89,Upo,augmented_smote,0.5849,False
6.9,537,75,2787,29.0,93,Upo,augmented_smote,0.0574,False
6.7,528,73,3057,29.2,91,Upo,augmented_smote,0.4887,False
6.6,528,73,3071,29.2,91,Upo,augmented_smote,0.528,False
6.6,527,73,3091,29.2,90,Upo,augmented_smote,0.3775,False
6.7,529,73,3018,29.2,88,Upo,augmented_smote,0.1578,False
6.7,528,73,3040,29.2,90,Upo,augmented_smote,0.3703,False
6.7,530,73,2972,29.2,88,Upo,augmented_smote,0.7584,True
6.6,529,74,3052,29.4,91,Upo,augmented_smote,0.0335,False
6.3,526,72,3177,29.0,89,Upo,augmented_smote,0.1716,False
6.7,531,74,2852,29.0,92,Upo,augmented_smote,0.2694,False
6.7,529,73,3005,29.3,89,Upo,augmented_smote,0.3627,False
6.7,529,73,3020,29.2,88,Upo,augmented_smote,0.2873,False
6.7,530,74,3005,29.4,90,Upo,augmented_smote,0.2498,False
6.4,526,74,3148,29.1,88,Upo,augmented_smote,0.7844,True
6.4,527,72,3138,29.3,90,Upo,augmented_smote,0.3905,False
6.4,527,72,3133,29.2,88,Upo,augmented_smote,0.6807,True
6.3,525,74,3198,29.1,88,Upo,augmented_smote,0.2903,False
6.4,527,72,3132,29.1,90,Upo,augmented_smote,0.308,False
6.7,537,75,2646,28.8,94,Upo,augmented_smote,0.0,False
6.6,536,75,2612,28.7,94,Upo,augmented_smote,0.4166,False
6.5,528,72,3071,29.1,88,Upo,augmented_smote,0.4977,False
6.6,528,74,3061,29.4,91,Upo,augmented_smote,0.5787,False
6.7,531,74,2919,29.3,92,Upo,augmented_smote,0.588,False
6.7,528,73,3043,29.2,90,Upo,augmented_smote,0.4174,False
6.5,527,74,3108,29.3,90,Upo,augmented_smote,0.6947,True
6.7,528,73,3060,29.2,91,Upo,augmented_smote,0.5398,False
6.5,528,74,3077,29.3,90,Upo,augmented_smote,0.3113,False
6.6,534,75,2690,28.8,93,Upo,augmented_smote,0.1779,False
6.5,528,72,3091,29.1,89,Upo,augmented_smote,0.4003,False
6.4,526,74,3172,29.1,89,Upo,augmented_smote,0.6381,True
6.3,526,72,3185,29.2,89,Upo,augmented_smote,0.4516,False
6.5,527,74,3110,29.3,90,Upo,augmented_smote,0.6603,True
6.3,526,73,3186,29.2,89,Upo,augmented_smote,0.4417,False
6.6,534,75,2671,28.8,93,Upo,augmented_smote,0.1879,False
6.4,530,72,2958,28.9,91,Upo,augmented_smote,0.2072,False
6.6,528,73,3058,29.2,87,Upo,augmented_smote,0.5388,False
6.7,530,74,3005,29.5,92,Upo,augmented_smote,0.5017,False
6.7,529,73,3014,29.2,87,Upo,augmented_smote,0.3383,False
6.3,527,71,3162,29.0,90,Upo,augmented_smote,0.284,False
6.3,527,71,3164,29.0,90,Upo,augmented_smote,0.3436,False
6.3,527,72,3168,29.0,90,Upo,augmented_smote,0.2737,False
6.6,528,73,3070,29.2,91,Upo,augmented_smote,0.4932,False
6.5,527,72,3114,29.1,90,Upo,augmented_smote,0.3676,False
6.3,526,72,3175,29.1,89,Upo,augmented_smote,0.3894,False
6.4,527,72,3130,29.1,90,Upo,augmented_smote,0.3029,False
6.7,529,73,3031,29.2,87,Upo,augmented_smote,0.4266,False
6.6,528,73,3070,29.2,91,Squash,augmented_smote,0.3616,False
6.6,527,73,3093,29.2,90,Squash,augmented_smote,0.357,False
6.3,525,74,3196,29.1,88,Squash,augmented_smote,0.292,False
6.4,526,74,3141,29.2,89,Squash,augmented_smote,0.5304,False
6.7,529,73,3018,29.2,87,Squash,augmented_smote,0.6471,True
6.4,527,71,3135,29.0,89,Squash,augmented_smote,0.5327,False
6.6,527,73,3103,29.2,90,Squash,augmented_smote,0.4208,False
6.3,525,74,3182,29.1,88,Squash,augmented_smote,0.5852,False
6.5,528,72,3097,29.2,91,Squash,augmented_smote,0.6758,True
6.7,529,73,3007,29.3,88,Squash,augmented_smote,0.5808,False
6.5,528,72,3091,29.1,89,Squash,augmented_smote,0.4528,False
6.5,527,73,3100,29.2,90,Squash,augmented_smote,0.4554,False
6.3,526,74,3179,29.1,88,Squash,augmented_smote,0.3543,False
6.3,525,74,3192,29.1,88,Squash,augmented_smote,0.4807,False
6.3,526,73,3188,29.1,89,Squash,augmented_smote,0.3845,False
6.4,527,72,3143,29.3,90,Squash,augmented_smote,0.5317,False
6.5,526,74,3138,29.1,89,Squash,augmented_smote,0.6045,True
6.6,528,73,3073,29.2,91,Squash,augmented_smote,0.4529,False
6.3,526,72,3171,29.2,89,Squash,augmented_smote,0.4734,False
6.3,525,74,3187,29.1,88,Squash,augmented_smote,0.6544,True
6.3,526,72,3178,29.2,89,Squash,augmented_smote,0.1893,False
6.7,529,74,3025,29.4,92,Squash,augmented_smote,0.9147,True
6.3,526,73,3189,29.1,89,Squash,augmented_smote,0.4149,False
6.7,529,74,3021,29.4,92,Squash,augmented_smote,0.9097,True
6.3,525,74,3198,29.1,88,Squash,augmented_smote,0.2542,False
6.4,526,72,3154,29.2,89,Squash,augmented_smote,0.4272,False
6.7,529,73,3007,29.3,88,Squash,augmented_smote,0.5808,False
6.7,528,73,3062,29.2,91,Squash,augmented_smote,0.4512,False
6.4,526,74,3156,29.2,89,Squash,augmented_smote,0.4159,False
6.3,527,71,3168,29.1,90,Squash,augmented_smote,0.5774,False
6.7,529,74,3022,29.4,92,Squash,augmented_smote,0.9314,True
6.5,528,72,3095,29.1,91,Squash,augmented_smote,0.6935,True
6.7,528,73,3050,29.2,91,Squash,augmented_smote,0.185,False
6.6,529,74,3057,29.4,91,Squash,augmented_smote,0.7981,True
6.7,530,74,3002,29.4,91,Squash,augmented_smote,0.2711,False
6.6,529,74,3057,29.4,91,Squash,augmented_smote,0.7981,True
6.5,528,72,3090,29.2,91,Squash,augmented_smote,0.6554,True
6.4,527,72,3137,29.3,90,Squash,augmented_smote,0.5519,False
6.3,526,72,3170,29.1,89,Squash,augmented_smote,0.3174,False
6.7,529,73,3008,29.3,88,Squash,augmented_smote,0.3929,False
6.7,530,74,3001,29.5,91,Squash,augmented_smote,0.0903,False
6.5,527,73,3115,29.2,90,Squash,augmented_smote,0.3259,False
6.5,526,74,3134,29.1,89,Squash,augmented_smote,0.5988,False
6.4,528,72,3119,29.1,91,Squash,augmented_smote,0.6853,True
6.6,527,73,3095,29.2,90,Squash,augmented_smote,0.3548,False
6.4,528,72,3106,29.2,91,Squash,augmented_smote,0.5452,False
6.3,527,71,3162,29.0,90,Squash,augmented_smote,0.0833,False
6.5,528,72,3085,29.1,89,Squash,augmented_smote,0.4137,False
6.6,528,73,3071,29.2,91,Squash,augmented_smote,0.3426,False
6.5,528,72,3100,29.2,91,Squash,augmented_smote,0.6848,True
6.3,526,72,3178,29.0,89,Squash,augmented_smote,0.645,True
6.3,526,72,3174,29.2,89,Squash,augmented_smote,0.3922,False
6.3,526,72,3161,29.2,89,Squash,augmented_smote,0.4004,False
6.6,529,74,3040,29.4,91,Squash,augmented_smote,0.6852,True
6.4,526,74,3171,29.1,89,Squash,augmented_smote,0.4477,False
6.3,527,72,3169,29.0,90,Squash,augmented_smote,0.1147,False
6.6,528,72,3085,29.1,91,Squash,augmented_smote,0.6182,True
6.7,529,73,3016,29.2,88,Squash,augmented_smote,0.4275,False
6.3,526,72,3179,29.0,89,Squash,augmented_smote,0.648,True
6.5,527,72,3117,29.1,90,Squash,augmented_smote,0.4095,False
6.6,527,73,3102,29.2,90,Squash,augmented_smote,0.3559,False
6.5,527,72,3123,29.2,90,Squash,augmented_smote,0.4449,False
6.6,528,73,3069,29.2,91,Squash,augmented_smote,0.4422,False
6.5,528,74,3078,29.3,90,Squash,augmented_smote,0.5165,False
6.7,530,74,3011,29.4,92,Squash,augmented_smote,0.5098,False
6.3,525,73,3191,29.1,88,Squash,augmented_smote,0.1698,False
6.5,528,72,3100,29.1,89,Squash,augmented_smote,0.4754,False
6.7,529,73,3015,29.2,88,Squash,augmented_smote,0.4251,False
6.3,525,74,3180,29.1,88,Squash,augmented_smote,0.5276,False
6.3,526,72,3171,29.0,89,Squash,augmented_smote,0.5265,False
6.5,528,72,3089,29.2,91,Squash,augmented_smote,0.5821,False
6.3,526,72,3171,29.1,89,Squash,augmented_smote,0.3347,False
6.4,526,74,3149,29.1,89,Squash,augmented_smote,0.533,False
6.7,529,73,3022,29.2,87,Squash,augmented_smote,0.6693,True
6.6,529,73,3037,29.2,87,Squash,augmented_smote,0.1014,False
6.7,530,74,3000,29.5,92,Squash,augmented_smote,0.2098,False
6.6,529,73,3059,29.4,91,Squash,augmented_smote,0.7499,True
6.7,529,73,3006,29.3,89,Squash,augmented_smote,0.3495,False
6.4,527,73,3135,29.3,90,Squash,augmented_smote,0.5901,False
6.4,527,72,3125,29.1,90,Squash,augmented_smote,0.4321,False
6.3,527,71,3143,29.1,90,Squash,augmented_smote,0.4213,False
6.7,529,73,3027,29.2,89,Squash,augmented_smote,0.0904,False
6.3,525,73,3191,29.1,88,Squash,augmented_smote,0.1698,False
6.6,529,74,3026,29.5,92,Squash,augmented_smote,0.8361,True
6.7,529,73,3025,29.2,87,Squash,augmented_smote,0.6012,True
6.7,529,73,3025,29.3,91,Squash,augmented_smote,0.5359,False
6.6,529,73,3055,29.4,91,Squash,augmented_smote,0.5778,False
6.7,529,73,3008,29.3,88,Squash,augmented_smote,0.3929,False
6.4,526,74,3155,29.1,89,Squash,augmented_smote,0.5005,False
6.7,529,74,3020,29.4,92,Squash,augmented_smote,0.8878,True
6.5,527,72,3101,29.2,88,Squash,augmented_smote,0.4921,False
6.3,527,71,3166,29.1,90,Squash,augmented_smote,0.5966,False
6.3,526,72,3159,29.2,89,Squash,augmented_smote,0.4004,False
6.6,528,72,3079,29.1,91,Squash,augmented_smote,0.6292,True
5.5,457,85,1081,27.3,85,Avocado,augmented_smote,0.8926,True
5.8,454,83,970,27.7,86,Avocado,augmented_smote,0.6027,True
5.6,434,85,1115,27.0,82,Avocado,augmented_smote,0.9848,True
5.6,459,84,994,27.5,85,Avocado,augmented_smote,0.9184,True
5.6,460,84,1012,27.5,85,Avocado,augmented_smote,0.9024,True
5.8,427,84,1274,26.9,81,Avocado,augmented_smote,0.999,True
6.0,433,81,1417,27.8,87,Avocado,augmented_smote,0.8381,True
6.0,451,83,956,27.8,86,Avocado,augmented_smote,0.788,True
5.7,430,85,1108,26.9,82,Avocado,augmented_smote,0.9942,True
6.1,437,81,1466,27.8,86,Avocado,augmented_smote,0.8157,True
6.1,445,82,1188,27.9,87,Avocado,augmented_smote,0.2318,False
6.0,420,80,1670,27.9,82,Avocado,augmented_smote,0.7289,True
5.8,427,84,1233,26.9,81,Avocado,augmented_smote,0.9956,True
5.9,428,82,1388,27.5,86,Avocado,augmented_smote,0.8484,True
5.7,427,85,1103,26.9,81,Avocado,augmented_smote,0.9825,True
6.1,424,79,1643,28.2,85,Avocado,augmented_smote,0.8442,True
5.8,430,85,1069,27.1,82,Avocado,augmented_smote,0.9025,True
6.0,449,83,995,27.8,86,Avocado,augmented_smote,0.7428,True
6.0,444,81,1375,27.8,87,Avocado,augmented_smote,0.6237,True
5.7,422,85,1139,26.9,81,Avocado,augmented_smote,0.9892,True
6.1,435,81,1427,27.9,87,Avocado,augmented_smote,0.9173,True
5.6,459,84,995,27.5,85,Avocado,augmented_smote,0.925,True
6.0,422,80,1626,27.7,82,Avocado,augmented_smote,0.9156,True
5.5,456,85,1127,27.2,85,Avocado,augmented_smote,0.8035,True
5.7,453,84,1059,27.4,85,Avocado,augmented_smote,0.1598,False
6.2,429,80,1588,28.2,86,Avocado,augmented_smote,0.8524,True
5.5,418,86,1272,26.8,83,Avocado,augmented_smote,0.9417,True
6.1,427,79,1605,28.2,85,Avocado,augmented_smote,0.8393,True
5.5,420,86,1240,26.9,83,Avocado,augmented_smote,0.955,True
5.5,414,86,1279,26.8,82,Avocado,augmented_smote,0.9583,True
5.8,448,83,1299,27.6,86,Avocado,augmented_smote,0.4555,False
6.0,435,81,1476,27.5,84,Avocado,augmented_smote,0.7467,True
6.0,443,81,1381,27.9,87,Avocado,augmented_smote,0.8182,True
5.5,434,85,1157,27.1,83,Avocado,augmented_smote,0.9912,True
6.2,436,80,1494,28.1,87,Avocado,augmented_smote,0.9128,True
5.5,434,85,1219,26.9,84,Avocado,augmented_smote,0.985,True
5.5,420,86,1267,26.8,83,Avocado,augmented_smote,0.9383,True
5.7,430,85,1086,27.0,82,Avocado,augmented_smote,0.9498,True
6.1,437,81,1464,27.8,86,Avocado,augmented_smote,0.813,True
6.1,415,79,1746,28.3,83,Avocado,augmented_smote,0.6929,True
5.5,426,86,1246,26.8,83,Avocado,augmented_smote,0.9483,True
5.7,421,84,1410,26.9,81,Avocado,augmented_smote,0.9933,True
6.2,440,80,1439,28.1,88,Avocado,augmented_smote,0.8455,True
5.6,460,84,1005,27.5,85,Avocado,augmented_smote,0.9016,True
5.7,426,84,1184,26.9,81,Avocado,augmented_smote,0.9858,True
6.2,440,80,1448,28.1,88,Avocado,augmented_smote,0.8988,True
5.7,453,84,1057,27.4,85,Avocado,augmented_smote,0.1598,False
6.0,443,81,1385,27.9,87,Avocado,augmented_smote,0.8282,True
6.2,439,80,1455,28.0,87,Avocado,augmented_smote,0.8781,True
5.9,446,83,988,27.7,86,Avocado,augmented_smote,0.6727,True
5.8,456,84,979,27.6,85,Avocado,augmented_smote,0.3205,False
5.9,440,84,1038,27.5,85,Avocado,augmented_smote,0.5634,False
5.7,456,83,1089,27.6,86,Avocado,augmented_smote,0.4433,False
5.7,430,85,1087,27.0,82,Avocado,augmented_smote,0.9498,True
5.8,433,84,1054,27.2,83,Avocado,augmented_smote,0.5441,False
5.9,428,82,1390,27.5,86,Avocado,augmented_smote,0.8484,True
5.6,414,86,1245,26.8,82,Avocado,augmented_smote,0.9579,True
5.5,434,85,1219,26.9,84,Avocado,augmented_smote,0.985,True
5.5,446,85,1179,27.0,84,Avocado,augmented_smote,0.4754,False
5.7,421,84,1413,26.9,81,Avocado,augmented_smote,0.9933,True
5.8,426,84,1204,26.9,81,Avocado,augmented_smote,0.999,True
5.9,446,82,1338,27.7,87,Avocado,augmented_smote,0.5808,False
5.9,413,81,1597,27.8,83,Avocado,augmented_smote,0.665,True
5.7,430,85,1109,26.9,82,Avocado,augmented_smote,0.9942,True
5.8,422,83,1291,27.3,82,Avocado,augmented_smote,0.7788,True
5.5,431,85,1175,27.0,83,Avocado,augmented_smote,0.9861,True
5.6,459,84,995,27.5,85,Avocado,augmented_smote,0.925,True
5.8,428,84,1159,27.1,82,Avocado,augmented_smote,0.9438,True
5.6,459,84,1020,27.4,85,Avocado,augmented_smote,0.8721,True
5.7,425,85,1128,26.9,81,Avocado,augmented_smote,0.9958,True
5.6,416,85,1362,26.8,81,Avocado,augmented_smote,0.9808,True
5.6,411,85,1396,27.0,82,Avocado,augmented_smote,0.943,True
6.1,435,81,1475,27.6,84,Avocado,augmented_smote,0.7279,True
5.9,430,82,1502,27.0,80,Avocado,augmented_smote,0.7878,True
5.6,452,85,1194,27.1,84,Avocado,augmented_smote,0.6854,True
6.0,422,80,1638,27.7,82,Avocado,augmented_smote,0.9123,True
6.1,416,79,1743,28.3,83,Avocado,augmented_smote,0.8378,True
5.5,436,85,1214,26.9,84,Avocado,augmented_smote,0.9537,True
5.5,454,85,1148,27.1,85,Avocado,augmented_smote,0.5787,False
6.0,424,81,1607,27.6,81,Avocado,augmented_smote,0.8909,True
6.1,435,81,1426,27.9,87,Avocado,augmented_smote,0.914,True
5.9,432,83,1256,27.4,84,Avocado,augmented_smote,0.7098,True
5.5,435,85,1152,27.1,83,Avocado,augmented_smote,0.9732,True
5.5,455,85,1156,27.1,85,Avocado,augmented_smote,0.7312,True
5.8,436,84,1035,27.3,83,Avocado,augmented_smote,0.6585,True
5.6,437,85,1121,27.0,83,Avocado,augmented_smote,0.8659,True
5.6,448,84,1071,27.3,84,Avocado,augmented_smote,0.6683,True
6.0,423,81,1610,27.6,81,Avocado,augmented_smote,0.9006,True
6.0,432,82,1412,27.7,86,Avocado,augmented_smote,0.8904,True
5.8,438,83,1392,27.0,82,Avocado,augmented_smote,0.7277,True
5.9,428,82,1540,27.2,80,Avocado,augmented_smote,0.7036,True
5.6,418,85,1192,26.8,81,Avocado,augmented_smote,0.9775,True
5.8,454,85,714,26.5,88,Coffee,augmented_smote,1.0,True
6.5,471,83,1230,27.0,97,Coffee,augmented_smote,0.9933,True
6.5,475,80,1215,27.0,99,Coffee,augmented_smote,0.99,True
6.5,473,81,1219,27.0,98,Coffee,augmented_smote,1.0,True
5.8,451,86,704,26.5,87,Coffee,augmented_smote,0.9447,True
5.9,462,84,873,26.7,91,Coffee,augmented_smote,0.9633,True
6.4,473,80,1166,27.0,98,Coffee,augmented_smote,0.9267,True
5.8,453,86,710,26.5,87,Coffee,augmented_smote,1.0,True
6.0,463,83,907,26.7,92,Coffee,augmented_smote,0.9789,True
6.4,471,82,1148,26.9,97,Coffee,augmented_smote,0.9933,True
5.8,454,85,714,26.5,88,Coffee,augmented_smote,1.0,True
6.2,468,82,1028,26.8,95,Coffee,augmented_smote,1.0,True
5.8,454,85,713,26.5,88,Coffee,augmented_smote,1.0,True
6.2,469,82,1074,26.9,95,Coffee,augmented_smote,0.9533,True
