soil_ph,fertility_ec,humidity,sunlight,soil_temp,soil_moisture,label
6.8,532.8,74.1,28365.1,31.92,97.5,Pineapple
6.88,489.7,77.5,0.0,28.05,84.7,Pineapple
7.26,608.8,71.8,40716.8,33.53,98.6,Pineapple
7.29,590.2,73.1,31247.5,32.12,95.6,Pineapple
4.96,519.2,77.5,0.0,28.05,84.7,Pineapple
5.62,421.6,77.5,8384.1,29.83,94.7,Pineapple
5.44,432.7,76.8,16066.1,30.66,97.7,Pineapple
7.61,548.0,74.3,26199.4,31.51,95.2,Pineapple
6.84,585.6,72.6,37017.0,33.17,98.1,Pineapple
8.17,599.2,71.5,46634.2,34.23,100.3,Pineapple
3.5,510.2,77.5,0.0,28.05,84.7,Pineapple
3.5,487.9,77.1,11453.6,30.93,92.3,Pineapple
7.55,520.2,72.3,45548.4,34.4,100.3,Pineapple
4.9,519.7,74.6,26117.5,32.04,97.6,Pineapple
3.5,421.6,77.5,0.0,28.49,89.5,Pineapple
4.23,543.5,72.6,43091.7,34.65,100.3,Pineapple
4.93,593.7,74.0,24812.7,31.79,92.5,Pineapple
3.5,455.6,76.8,16971.7,31.55,96.7,Pineapple
6.4,524.5,74.0,3135.2,29.54,89.6,Squash
6.26,524.5,74.0,3220.0,29.06,92.0,Squash
6.45,524.5,74.0,3092.2,29.27,88.1,Squash
6.31,524.5,74.0,3190.3,29.06,92.4,Squash
6.26,524.5,74.0,3083.9,29.06,89.9,Squash
6.35,525.9,74.0,3204.2,29.54,88.7,Squash
6.44,530.5,74.0,3189.7,29.54,87.6,Squash
6.57,530.5,74.0,3220.0,29.22,88.2,Squash
6.26,530.5,74.0,2980.0,29.51,89.1,Squash
6.3,530.5,74.0,3220.0,29.06,87.6,Squash
6.71,524.5,74.0,3077.8,29.54,87.6,Squash
6.32,529.0,74.0,2980.0,29.06,90.4,Squash
6.47,524.5,74.0,3220.0,29.34,87.6,Squash
6.31,524.5,74.0,2980.0,29.09,92.4,Squash
6.4,530.5,74.0,3097.4,29.06,87.6,Squash
6.26,530.5,74.0,3067.5,29.06,92.4,Squash
6.7,530.5,74.0,3055.9,29.5,91.1,Squash
6.26,524.5,74.0,2980.0,29.47,88.6,Squash
6.74,530.5,74.0,3113.6,29.28,92.4,Squash
6.52,524.5,74.0,2980.0,29.54,89.9,Squash
6.36,530.5,74.0,3154.5,29.54,87.6,Squash
6.74,530.5,74.0,3151.8,29.54,88.9,Squash
6.36,529.3,74.0,3040.7,29.2,87.6,Squash
6.26,524.5,74.0,2980.0,29.06,92.4,Squash
6.74,524.5,74.0,2980.0,29.5,88.2,Squash
6.5,524.5,74.0,3220.0,29.18,87.6,Squash
6.57,530.5,74.0,3152.2,29.54,88.9,Squash
6.46,524.5,74.0,3220.0,29.06,89.9,Squash
6.74,524.5,74.0,3220.0,29.48,87.6,Squash
6.72,524.5,74.0,3176.4,29.12,90.7,Squash
6.26,524.5,74.0,3220.0,29.54,91.6,Squash
6.74,530.5,74.0,3038.3,29.06,92.4,Squash
6.41,524.5,74.0,3220.0,29.54,88.8,Squash
6.39,527.9,74.0,3049.0,29.54,92.4,Squash
6.26,530.5,74.0,2980.0,29.54,92.4,Squash
6.36,524.5,74.0,3178.4,29.51,91.5,Squash
6.73,530.5,74.0,3055.1,29.46,87.7,Squash
6.26,530.5,74.0,3209.5,29.22,92.0,Squash
6.26,524.5,74.0,3178.0,29.22,91.5,Squash
6.74,530.5,74.0,3099.2,29.13,92.4,Squash
6.41,530.5,74.0,2980.0,29.53,91.2,Squash
6.74,524.5,74.0,3220.0,29.54,89.6,Squash
6.47,524.5,74.0,3220.0,29.06,88.2,Squash
6.56,530.5,74.0,3210.0,29.32,92.4,Squash
6.74,524.5,74.0,3184.5,29.28,90.7,Squash
6.62,524.5,74.0,3218.9,29.06,92.4,Squash
6.26,524.5,74.0,3071.7,29.54,92.4,Squash
6.49,530.5,74.0,3220.0,29.46,87.6,Squash
6.6,527.3,74.0,2980.0,29.06,90.2,Squash
6.26,524.5,74.0,3078.4,29.38,92.4,Squash
6.74,528.5,74.0,2980.0,29.39,90.7,Squash
6.34,530.5,74.0,3185.0,29.54,89.7,Squash
6.62,524.5,74.0,3220.0,29.45,87.6,Squash
6.74,525.0,74.0,3209.0,29.06,89.4,Squash
6.43,524.5,74.0,3045.9,29.06,92.4,Squash
6.55,524.5,74.0,3220.0,29.54,92.1,Squash
6.74,530.5,74.0,2980.0,29.54,91.2,Squash
6.74,524.5,74.0,2980.0,29.48,87.6,Squash
6.26,524.5,74.0,3192.1,29.06,88.3,Squash
6.52,524.5,74.0,3220.0,29.54,92.3,Squash
6.26,530.5,74.0,3043.7,29.46,87.6,Squash
6.57,530.5,74.0,3220.0,29.06,88.1,Squash
6.49,530.5,74.0,2990.0,29.54,92.4,Squash
6.74,524.5,74.0,3220.0,29.06,90.6,Squash
6.39,524.5,74.0,3190.4,29.06,90.9,Squash
6.7,527.6,74.0,3220.0,29.06,87.6,Squash
6.74,530.5,74.0,3119.6,29.18,91.1,Squash
6.45,524.5,74.0,3212.4,29.29,92.3,Squash
6.68,524.5,74.0,3220.0,29.06,87.6,Squash
6.59,530.5,74.0,3220.0,29.54,92.4,Squash
6.74,530.5,74.0,2980.0,29.54,91.4,Squash
6.51,524.5,74.0,3142.0,29.54,92.2,Squash
6.52,530.5,74.0,2980.0,29.54,87.6,Squash
6.42,524.5,74.0,2980.0,29.54,92.4,Squash
6.56,530.5,74.0,3056.1,29.17,92.4,Squash
6.74,530.5,74.0,2980.0,29.54,87.6,Squash
6.33,524.5,74.0,2980.0,29.36,87.6,Squash
6.74,524.5,74.0,2980.0,29.32,88.4,Squash
6.74,524.5,74.0,3220.0,29.06,87.6,Squash
6.48,524.5,74.0,3148.8,29.07,90.1,Squash
6.46,524.5,74.0,2991.8,29.54,89.0,Squash
6.34,530.5,74.0,2980.0,29.06,88.5,Squash
6.42,530.5,74.0,2980.0,29.19,90.5,Squash
6.74,524.5,74.0,2980.0,29.37,89.6,Squash
6.26,530.5,74.0,3220.0,29.19,89.5,Squash
6.74,525.3,74.0,3077.5,29.26,91.0,Squash
6.44,524.5,74.0,3134.2,29.06,90.5,Squash
6.34,530.5,74.0,3074.9,29.3,88.5,Squash
6.71,524.5,74.0,3220.0,29.54,87.6,Squash
6.26,530.5,74.0,3220.0,29.54,89.7,Squash
6.74,524.5,74.0,3147.6,29.45,90.8,Squash
6.54,529.1,74.0,3220.0,29.54,91.1,Squash
6.39,524.5,74.0,3220.0,29.06,92.4,Squash
6.26,524.5,74.0,3220.0,29.11,92.1,Squash
6.26,524.5,74.0,2980.0,29.54,87.8,Squash
6.41,527.2,74.0,3196.7,29.06,90.7,Squash
6.63,530.5,74.0,3150.1,29.2,87.6,Squash
6.74,530.5,74.0,3004.3,29.13,92.4,Squash
6.69,504.9,85.0,1327.7,27.05,94.7,Gabi
6.54,501.4,85.4,1408.1,27.27,96.2,Gabi
6.71,457.4,83.9,1138.3,27.23,98.0,Gabi
6.67,468.4,79.5,1443.6,28.25,94.5,Gabi
6.42,509.5,83.6,1415.0,27.51,94.4,Gabi
6.51,509.1,80.0,1478.4,27.83,93.5,Gabi
6.54,462.0,80.9,1133.9,28.02,95.4,Gabi
6.62,491.5,82.3,1262.0,27.65,94.9,Gabi
6.85,475.3,84.9,1350.5,27.26,99.0,Gabi
6.29,474.3,79.5,1148.3,28.15,96.7,Gabi
6.46,509.5,85.5,1128.0,26.98,95.9,Gabi
6.47,458.8,84.9,946.0,27.44,98.7,Gabi
6.56,456.6,81.0,1042.4,27.5,98.1,Gabi
6.52,466.2,85.1,1068.9,27.02,93.6,Gabi
6.6,464.4,82.7,1037.1,27.3,99.5,Gabi
6.49,490.1,81.8,1320.4,27.96,99.2,Gabi
6.65,509.5,79.5,1660.0,28.18,93.5,Gabi
6.29,503.1,79.5,1580.0,28.42,95.9,Gabi
6.69,480.2,80.6,1324.7,27.62,95.2,Gabi
6.41,508.9,79.5,1660.0,28.42,93.5,Gabi
6.7,458.4,81.0,1240.0,28.2,97.9,Gabi
6.85,455.5,83.5,1141.0,27.21,99.5,Gabi
6.62,496.5,84.0,1256.7,27.28,94.4,Gabi
6.64,456.8,83.0,1048.0,27.59,99.5,Gabi
6.85,455.5,81.9,1222.4,27.51,99.5,Gabi
6.63,455.5,85.5,940.0,27.0,99.5,Gabi
6.54,456.5,84.8,968.3,27.23,98.9,Gabi
6.63,475.0,79.6,1340.9,28.16,95.7,Gabi
6.45,502.1,79.5,1481.1,28.42,94.2,Gabi
6.48,468.2,81.3,1230.3,28.04,97.1,Gabi
6.53,489.7,85.5,1088.1,26.98,96.9,Gabi
6.53,509.5,79.5,1549.6,28.19,93.5,Gabi
6.45,455.5,85.3,1043.7,27.61,99.5,Gabi
6.5,489.7,79.5,1427.1,28.2,96.8,Gabi
6.51,486.5,79.7,1346.1,28.05,96.1,Gabi
6.49,505.0,85.5,1222.3,27.08,93.5,Gabi
6.33,509.5,80.7,1508.1,28.11,99.3,Gabi
6.57,498.7,84.3,1216.4,27.16,93.5,Gabi
6.58,455.5,85.5,1041.3,27.1,99.5,Gabi
6.48,503.9,83.8,1385.6,27.55,94.6,Gabi
6.26,499.8,82.9,1245.0,27.55,93.5,Gabi
6.43,499.6,80.5,1505.5,28.21,93.5,Gabi
6.38,496.7,79.5,1604.1,28.42,93.5,Gabi
6.7,492.1,80.0,1426.7,27.81,97.2,Gabi
6.55,467.9,83.0,1101.9,27.48,99.5,Gabi
6.43,482.1,79.5,1512.7,28.42,97.1,Gabi
6.5,466.5,81.8,1289.4,28.13,97.8,Gabi
6.47,459.6,82.3,1171.6,27.72,98.3,Gabi
6.52,481.8,79.8,1427.0,28.03,96.9,Gabi
6.44,492.6,80.3,1359.0,27.91,96.1,Gabi
6.37,501.8,79.6,1440.4,27.97,93.5,Gabi
6.59,490.8,82.7,1283.4,27.46,97.1,Gabi
6.52,485.7,80.1,1467.4,28.0,94.0,Gabi
6.48,481.7,79.5,1464.1,28.23,98.3,Gabi
6.35,509.5,79.5,1647.5,28.42,94.7,Gabi
6.45,469.7,81.2,1085.3,27.52,96.2,Gabi
6.48,486.0,79.5,1396.8,28.16,97.7,Gabi
6.63,499.1,81.7,1429.8,27.31,93.5,Gabi
6.78,471.7,84.6,1133.2,27.39,96.1,Gabi
6.48,493.6,80.4,1251.0,27.92,99.5,Gabi
6.47,456.9,79.5,1379.2,28.42,96.7,Gabi
6.43,503.4,81.0,1295.4,28.03,99.2,Gabi
6.49,462.3,81.7,1235.3,27.88,97.4,Gabi
6.6,497.8,82.0,1553.8,28.08,93.5,Gabi
6.27,479.3,82.1,1042.3,27.73,97.3,Gabi
6.69,465.6,81.1,1426.8,27.99,94.2,Gabi
6.25,490.6,82.6,1400.0,28.05,93.5,Gabi
6.67,509.5,80.9,1633.9,27.71,93.5,Gabi
6.34,498.4,82.5,1240.5,27.43,93.5,Gabi
6.45,493.9,79.5,1426.1,28.04,95.8,Gabi
6.62,483.5,81.1,1482.1,27.77,94.3,Gabi
6.58,502.9,81.2,1620.4,28.03,93.7,Gabi
6.27,503.2,79.5,1407.6,28.19,93.7,Gabi
6.84,455.7,83.0,1381.5,27.7,96.1,Gabi
6.47,493.1,79.5,1493.0,28.42,96.9,Gabi
6.59,493.7,80.5,1465.5,27.89,96.2,Gabi
6.34,481.6,84.2,1233.2,27.3,94.4,Gabi
6.85,469.4,79.5,1506.9,28.02,98.2,Gabi
6.38,509.5,79.5,1580.6,28.21,94.1,Gabi
6.53,480.9,84.3,1157.1,27.49,99.1,Gabi
6.45,487.6,79.5,1405.3,28.38,94.2,Gabi
6.58,492.5,79.5,1592.2,28.42,95.8,Gabi
6.58,455.7,81.9,1280.2,28.06,98.3,Gabi
6.25,489.4,79.5,1261.2,28.32,96.2,Gabi
6.39,509.5,82.1,1460.0,27.79,93.5,Gabi
6.67,465.2,79.9,1282.5,27.91,93.9,Gabi
6.64,507.8,79.5,1460.8,28.21,99.3,Gabi
6.33,509.5,79.5,1657.4,28.19,93.5,Gabi
6.35,503.4,80.6,1344.6,27.99,93.5,Gabi
6.46,490.4,79.5,1482.5,27.94,93.5,Gabi
6.79,473.4,79.5,1488.7,28.0,95.2,Gabi
6.84,480.1,80.4,1439.2,27.67,96.0,Gabi
6.47,1233.0,75.5,51537.1,27.2,63.0,Guyabano
6.5,1180.4,79.5,67285.4,27.95,68.0,Guyabano
6.29,1176.6,80.3,59088.6,26.65,67.0,Guyabano
6.3,1418.4,84.4,46883.9,25.11,67.0,Guyabano
6.74,1145.3,76.3,68541.9,28.22,60.3,Guyabano
6.72,1038.1,76.9,70000.0,25.58,64.4,Guyabano
6.24,1393.8,81.2,56479.8,27.3,69.1,Guyabano
6.71,1571.5,77.1,52756.2,27.62,58.9,Guyabano
5.93,1283.7,84.0,55891.4,25.99,74.0,Guyabano
6.67,1369.7,80.4,54092.3,27.71,61.1,Guyabano
6.01,1427.6,84.3,59950.5,25.71,75.0,Guyabano
5.5,1329.1,81.4,47893.9,27.51,69.4,Guyabano
6.35,1116.0,81.6,63486.5,28.05,63.1,Guyabano
5.93,1456.4,83.4,49863.8,26.91,69.2,Guyabano
6.16,1403.8,78.6,48720.2,26.18,68.4,Guyabano
6.48,1578.4,79.3,42056.6,27.95,61.9,Guyabano
6.59,1248.0,84.4,61576.8,27.63,72.2,Guyabano
6.21,1480.0,79.7,55286.4,27.65,61.7,Guyabano
6.05,1492.0,77.4,51697.2,27.46,66.8,Guyabano
5.61,1377.0,80.5,54736.5,25.94,68.3,Guyabano
6.85,1294.1,78.4,52896.6,26.31,62.4,Guyabano
5.98,1000.0,82.0,40043.2,26.79,63.5,Guyabano
6.42,1679.3,80.0,41783.5,26.85,63.5,Guyabano
6.33,1653.0,82.3,47085.0,27.04,64.6,Guyabano
6.52,1448.2,75.2,55652.9,26.48,59.1,Guyabano
5.96,1375.0,82.8,57122.8,27.65,63.7,Guyabano
6.25,1375.3,77.5,60586.0,27.05,68.1,Guyabano
5.94,1246.4,76.9,50267.3,27.04,57.7,Guyabano
6.26,1364.3,80.8,52067.4,27.1,70.1,Guyabano
5.87,1680.1,77.6,54861.7,26.56,62.6,Guyabano
6.3,1104.1,81.9,61044.9,27.65,64.1,Guyabano
6.23,1211.9,81.9,40000.0,26.12,65.8,Guyabano
5.93,1401.6,78.4,52936.2,26.48,65.3,Guyabano
6.53,1299.6,83.8,55914.0,27.16,69.5,Guyabano
6.36,1253.3,80.2,58271.5,26.45,71.6,Guyabano
6.3,1436.3,77.7,65708.8,27.24,55.8,Guyabano
6.18,1528.0,84.0,53293.1,26.0,72.9,Guyabano
6.14,1442.5,81.1,57505.0,27.13,74.1,Guyabano
6.37,1519.9,79.7,64584.6,28.32,58.8,Guyabano
6.2,1399.6,78.0,57017.1,25.81,61.8,Guyabano
5.96,1442.6,73.9,53675.8,27.02,60.7,Guyabano
6.44,1289.4,82.3,55055.8,25.83,61.1,Guyabano
6.2,1555.1,80.3,54583.8,25.33,59.9,Guyabano
6.05,1104.1,78.9,52700.7,25.76,68.3,Guyabano
6.58,1195.2,83.4,54464.0,26.13,74.3,Guyabano
6.54,1468.0,81.4,58530.8,27.3,66.0,Guyabano
6.4,1498.7,81.5,62431.5,27.54,68.6,Guyabano
6.3,1548.3,82.1,47860.8,28.47,69.1,Guyabano
6.28,1411.8,76.8,40493.5,26.89,61.8,Guyabano
5.88,1171.8,77.8,63901.8,26.66,63.5,Guyabano
6.25,1424.5,81.8,55152.8,26.25,64.0,Guyabano
5.66,1254.0,77.6,55470.0,26.86,67.2,Guyabano
6.39,1749.0,80.8,59513.6,26.54,66.9,Guyabano
6.58,1074.5,76.8,55658.6,27.94,63.1,Guyabano
6.21,1508.5,81.0,55264.3,26.85,63.7,Guyabano
6.14,1354.7,78.8,60388.5,27.75,61.7,Guyabano
5.84,1226.3,74.0,40000.0,26.0,60.3,Guyabano
6.18,1196.6,77.4,69484.3,26.4,55.0,Guyabano
6.34,1232.2,78.8,64376.3,27.35,61.1,Guyabano
6.79,1529.7,80.4,53606.0,26.51,68.7,Guyabano
6.12,1485.1,73.6,53460.6,26.99,56.0,Guyabano
6.43,1621.0,76.3,50929.5,27.61,59.7,Guyabano
6.11,1642.8,82.9,43614.1,27.71,67.8,Guyabano
6.77,1199.5,78.6,40000.0,26.57,66.5,Guyabano
5.98,1582.3,79.4,44284.6,26.0,67.9,Guyabano
6.04,1385.7,78.5,47663.0,26.91,61.2,Guyabano
5.87,1343.0,83.1,61222.7,27.62,71.1,Guyabano
5.63,1324.7,79.2,51325.3,27.98,63.7,Guyabano
6.48,1400.7,79.6,52829.2,26.55,64.8,Guyabano
5.89,1575.1,80.5,50905.0,26.67,65.5,Guyabano
6.71,1582.2,75.6,46925.8,27.1,60.3,Guyabano
6.82,1414.4,78.6,47172.3,27.85,61.5,Guyabano
6.39,1462.0,82.4,44593.3,26.27,64.8,Guyabano
6.25,1391.4,79.5,57841.5,27.09,63.6,Guyabano
6.54,1359.3,81.4,46820.5,26.15,60.7,Guyabano
6.44,1295.5,83.6,46607.0,26.7,66.9,Guyabano
6.34,1449.9,79.1,62805.6,27.13,65.2,Guyabano
6.61,1401.9,82.2,49371.8,25.41,73.8,Guyabano
6.38,1371.2,79.9,51515.2,27.84,63.3,Guyabano
6.2,1426.7,79.5,58786.3,26.64,63.6,Guyabano
6.93,1296.1,75.7,43399.5,26.54,64.4,Guyabano
6.27,1430.3,87.9,40000.0,26.65,67.7,Guyabano
5.9,1238.9,78.4,54046.7,27.75,67.0,Guyabano
6.62,1144.3,79.6,70000.0,26.63,68.3,Guyabano
6.2,1261.5,78.2,40000.0,26.97,63.2,Guyabano
6.15,1400.5,81.7,63816.5,28.39,68.8,Guyabano
6.54,1621.3,74.9,54887.2,27.13,58.0,Guyabano
6.0,1625.6,82.7,49318.6,26.73,57.2,Guyabano
6.64,1300.3,75.8,59852.8,26.33,56.4,Guyabano
6.35,1015.9,84.5,63705.4,27.12,64.4,Guyabano
5.84,1365.2,77.1,70000.0,28.31,61.5,Guyabano
6.04,1381.6,86.3,51671.8,28.42,68.3,Guyabano
6.22,1193.1,76.7,41391.7,26.65,64.4,Guyabano
6.26,1724.3,79.2,51787.1,26.91,62.6,Guyabano
6.48,1411.4,85.4,62666.9,26.31,70.6,Guyabano
6.46,1389.2,79.8,53582.2,26.35,67.2,Guyabano
5.88,1313.6,77.2,52760.1,25.62,67.3,Guyabano
5.95,1594.7,84.3,51353.1,26.1,67.2,Guyabano
6.03,1255.2,76.3,70000.0,27.58,63.0,Guyabano
6.27,1206.5,78.5,52359.3,27.23,72.7,Guyabano
5.76,1673.3,87.4,70000.0,27.64,83.6,Durian
5.73,1705.1,85.1,55000.6,27.38,73.5,Durian
5.95,1610.8,87.3,43466.3,26.13,78.6,Durian
5.66,1578.9,86.3,58700.0,25.12,73.6,Durian
5.24,1547.4,86.3,56369.9,26.32,75.0,Durian
5.35,1528.0,84.7,55022.8,25.91,74.1,Durian
5.59,1570.7,89.5,51389.4,26.73,80.4,Durian
5.38,1413.8,86.1,60412.0,26.97,75.7,Durian
6.03,1858.3,81.4,52605.7,26.9,69.7,Durian
5.32,1656.4,83.9,49567.4,26.5,75.8,Durian
6.18,1536.1,87.8,58308.0,27.09,75.2,Durian
6.17,1425.4,88.8,64689.6,26.01,77.1,Durian
5.52,1511.6,83.3,53244.9,26.61,69.4,Durian
5.6,1637.4,88.5,70000.0,28.33,77.9,Durian
5.59,1667.0,79.7,68505.7,28.08,73.0,Durian
5.51,1417.7,82.2,51619.0,25.63,77.0,Durian
5.33,1577.8,86.0,46998.4,27.2,79.5,Durian
5.59,1655.6,90.8,62367.9,28.91,79.7,Durian
5.64,1630.3,84.9,52525.0,26.17,75.3,Durian
6.06,1641.6,83.6,58877.5,27.31,71.8,Durian
5.55,1834.2,81.0,62886.5,27.55,69.9,Durian
5.46,1572.1,87.5,43100.8,26.4,83.2,Durian
5.65,1564.5,90.5,47777.6,26.49,78.7,Durian
5.67,1722.9,86.2,65997.9,27.57,75.0,Durian
5.72,1315.2,87.0,60360.3,25.77,84.3,Durian
5.94,1569.3,87.8,58496.7,28.81,77.8,Durian
5.39,1599.9,86.0,57730.7,27.91,77.3,Durian
5.56,1821.8,85.4,58021.0,27.6,75.5,Durian
5.22,1801.3,86.3,47908.4,26.21,73.3,Durian
5.58,1791.3,85.5,58513.1,28.0,72.5,Durian
5.87,1684.4,84.3,54069.7,27.48,75.8,Durian
5.44,1785.3,86.5,57903.5,26.58,78.7,Durian
5.75,1563.0,81.7,65086.0,26.8,75.5,Durian
5.43,1752.9,84.5,45426.2,27.21,85.0,Durian
5.89,1501.4,89.4,49000.5,28.42,79.6,Durian
5.85,1485.0,81.4,63261.1,27.3,73.0,Durian
6.05,1532.4,83.3,51214.2,28.12,77.4,Durian
5.33,1535.7,83.0,51984.1,26.52,67.7,Durian
5.85,1736.4,85.9,49181.6,26.29,73.1,Durian
5.2,1819.6,85.7,55322.2,27.18,78.5,Durian
5.9,1729.4,84.3,59985.7,27.04,74.8,Durian
5.94,1508.3,83.1,52332.5,27.61,74.3,Durian
6.16,1530.3,83.8,62214.0,27.92,78.2,Durian
6.1,1631.1,85.0,57328.6,25.94,80.0,Durian
5.58,1537.9,83.1,60243.5,27.63,75.3,Durian
5.5,1486.3,90.5,53195.4,25.69,78.4,Durian
5.16,1766.6,85.5,58661.2,27.3,81.0,Durian
5.87,1580.8,91.7,58031.6,26.67,77.5,Durian
5.75,1801.4,82.9,62690.3,26.51,71.3,Durian
5.85,1630.5,82.3,50027.9,26.94,65.0,Durian
5.89,1650.8,80.7,48889.0,28.53,65.9,Durian
5.31,1581.2,86.1,70000.0,28.21,65.8,Durian
5.34,1400.9,87.9,54759.6,29.13,82.6,Durian
5.44,1599.8,83.9,48224.3,26.03,72.6,Durian
5.87,1473.9,82.5,55325.8,26.4,71.8,Durian
5.55,1586.3,84.8,53491.1,27.28,78.5,Durian
5.72,1745.4,86.1,47467.4,26.86,77.6,Durian
5.6,1731.5,87.2,53696.0,27.53,78.1,Durian
5.43,1674.9,82.0,61753.6,29.9,70.4,Durian
5.79,1614.5,83.6,47937.2,25.97,73.4,Durian
5.46,1211.9,87.9,46904.1,25.87,77.6,Durian
5.81,1765.4,89.4,54352.1,29.23,68.5,Durian
5.82,1321.8,84.3,43350.4,25.93,75.6,Durian
6.06,1561.7,83.9,60424.0,26.05,78.8,Durian
5.65,1360.3,85.3,56126.5,27.03,73.5,Durian
5.77,1500.4,86.4,57500.1,26.42,75.6,Durian
6.18,2000.0,83.0,48627.7,25.77,72.8,Durian
5.82,1429.2,83.4,56384.4,27.63,66.2,Durian
5.81,1751.4,83.4,51535.2,27.64,73.3,Durian
5.46,1529.3,87.2,65612.1,27.71,80.8,Durian
5.68,1414.1,82.7,49741.6,26.63,67.4,Durian
5.8,1510.3,82.4,59659.0,27.08,66.3,Durian
5.54,1605.3,83.0,45664.9,25.72,75.7,Durian
5.71,1257.6,80.5,53456.1,26.97,71.3,Durian
5.78,1698.8,82.4,42741.1,25.57,67.3,Durian
5.52,1477.9,83.9,68094.4,27.47,76.2,Durian
5.59,1760.3,84.7,59194.2,28.01,73.3,Durian
5.51,1792.9,84.5,60532.7,26.97,83.0,Durian
5.88,1636.9,90.8,54602.1,25.38,81.8,Durian
5.66,1508.5,85.8,58009.8,26.74,72.8,Durian
6.05,1709.2,82.3,54629.9,26.74,71.5,Durian
5.45,1214.9,81.1,61889.8,27.49,69.8,Durian
5.78,1499.1,87.9,60757.6,26.28,73.9,Durian
5.52,1600.8,90.9,58204.4,26.82,81.8,Durian
5.5,1533.9,83.5,48896.8,27.59,72.8,Durian
5.31,1710.6,81.2,66908.2,26.84,70.8,Durian
5.59,1938.9,80.7,54062.2,28.05,65.7,Durian
5.9,1549.1,89.5,46462.4,25.8,85.0,Durian
5.8,1659.6,83.6,57118.7,27.41,77.1,Durian
5.65,1496.8,86.2,70000.0,27.52,74.8,Durian
5.73,1769.2,89.2,51222.0,26.98,79.5,Durian
5.96,1861.3,83.0,47559.2,25.77,72.2,Durian
5.8,1569.5,81.7,56740.8,27.18,72.5,Durian
5.36,1544.8,86.3,52795.6,26.24,73.3,Durian
5.69,1750.2,92.5,58345.9,26.77,83.0,Durian
5.21,1669.1,85.3,57609.6,27.74,71.5,Durian
5.75,1781.4,81.0,49653.6,26.63,70.3,Durian
6.04,1606.8,84.3,45703.6,25.75,75.1,Durian
5.43,1575.6,86.5,53094.4,26.49,75.8,Durian
5.82,1870.5,81.8,49244.0,26.07,74.2,Durian
6.17,1255.6,60.6,80144.2,22.69,50.2,Orange
6.7,1252.8,67.8,84401.5,22.15,58.2,Orange
6.51,1290.5,68.3,81371.6,24.78,57.0,Orange
6.7,1506.9,63.0,58076.0,21.89,57.8,Orange
6.35,1557.7,69.1,78136.3,22.88,65.0,Orange
6.38,1212.0,65.8,53450.9,22.17,55.6,Orange
6.91,1266.3,70.1,75528.4,24.39,58.0,Orange
6.74,1502.3,67.6,79504.6,25.54,57.2,Orange
7.2,1278.9,69.3,75803.8,22.04,57.5,Orange
6.06,1325.1,63.6,66255.3,23.06,57.1,Orange
6.39,1525.7,57.9,80066.0,22.52,58.7,Orange
6.35,1289.2,67.7,61690.9,21.41,59.2,Orange
6.05,1305.9,60.5,68440.9,23.8,53.3,Orange
6.73,1354.5,64.5,59125.8,23.39,65.0,Orange
6.64,1225.1,69.6,85000.0,26.05,53.5,Orange
6.17,1457.1,56.6,40000.0,20.47,52.7,Orange
6.7,1538.7,64.2,73219.8,20.94,54.7,Orange
6.86,1504.8,61.2,67593.5,26.66,54.6,Orange
6.45,1415.4,59.6,50831.4,22.91,50.9,Orange
6.57,1458.6,63.0,68180.9,22.21,60.4,Orange
6.34,1392.8,63.3,69015.9,24.01,51.1,Orange
6.53,1330.9,68.1,85000.0,22.75,59.7,Orange
5.86,1641.8,69.2,65369.7,24.02,59.5,Orange
6.59,1491.4,66.2,67028.5,22.4,56.4,Orange
6.77,1619.0,66.1,45453.4,22.49,51.3,Orange
6.78,1266.1,74.8,85000.0,23.38,62.6,Orange
7.07,1435.4,62.6,71698.3,21.53,47.8,Orange
6.38,1405.7,67.3,69209.4,22.12,61.1,Orange
6.4,1632.1,67.3,54780.4,20.54,63.4,Orange
6.27,1410.0,59.2,65234.1,23.01,55.7,Orange
6.46,1182.5,60.2,61069.0,21.79,52.2,Orange
6.85,1293.5,60.3,58041.2,23.45,57.5,Orange
7.15,1232.2,63.2,77521.3,21.91,56.1,Orange
6.41,1381.6,62.5,52897.2,19.01,50.5,Orange
6.18,1653.0,68.2,85000.0,23.14,59.0,Orange
6.34,1354.6,54.6,53447.8,23.51,55.6,Orange
6.74,1264.3,67.2,67693.8,23.32,61.2,Orange
7.08,1428.4,66.3,85000.0,23.47,56.1,Orange
7.2,1665.4,62.9,67993.2,21.13,53.4,Orange
6.16,1554.0,65.4,53173.4,22.71,55.5,Orange
6.74,1109.8,64.1,52114.5,23.69,54.8,Orange
6.58,1593.2,72.2,60648.7,21.74,59.1,Orange
6.65,1246.1,66.2,82259.3,21.77,57.3,Orange
6.73,1403.4,63.2,63586.8,23.47,53.6,Orange
6.07,1372.3,69.0,77682.7,23.16,61.0,Orange
7.2,1223.6,64.9,68689.0,23.22,56.0,Orange
6.62,1180.3,63.9,59002.0,20.3,56.0,Orange
6.32,1410.4,69.7,70708.4,22.7,60.1,Orange
6.44,1522.2,64.3,67047.3,22.75,54.1,Orange
6.47,1362.1,63.6,85000.0,23.97,61.1,Orange
6.23,1176.5,66.6,59543.2,22.64,49.1,Orange
6.31,1463.0,67.5,52077.5,26.18,57.2,Orange
6.42,1688.5,66.4,57190.8,19.91,62.8,Orange
