soil_ph,fertility_ec,humidity,sunlight,soil_temp,soil_moisture,label,source
5.8,452,85,984,26.9,84,Rambutan,augmented_smote
5.7,460,86,880,26.7,83,Rambutan,augmented_smote
5.8,453,85,1030,26.9,85,Rambutan,augmented_smote
5.8,485,85,866,26.9,85,Rambutan,augmented_smote
5.5,446,88,808,26.6,81,Rambutan,augmented_smote
6.1,463,82,1211,27.4,86,Rambutan,augmented_smote
5.7,460,86,880,26.7,83,Rambutan,augmented_smote
6.0,492,84,1181,27.1,87,Rambutan,augmented_smote
5.9,454,84,1042,27.0,85,Rambutan,augmented_smote
5.9,457,84,1094,27.1,85,Rambutan,augmented_smote
5.8,471,85,988,27.2,87,Rambutan,augmented_smote
5.8,450,85,996,26.9,84,Rambutan,augmented_smote
5.9,473,84,1123,27.3,86,Rambutan,augmented_smote
5.7,457,85,965,27.1,86,Rambutan,augmented_smote
5.9,489,84,1084,27.2,87,Rambutan,augmented_smote
5.5,447,87,886,26.7,82,Rambutan,augmented_smote
5.8,448,85,979,26.9,84,Rambutan,augmented_smote
6.0,437,83,1142,27.4,83,Rambutan,augmented_smote
5.7,441,87,911,26.7,82,Rambutan,augmented_smote
5.6,451,87,865,26.9,84,Rambutan,augmented_smote
6.0,480,84,1141,27.1,86,Rambutan,augmented_smote
5.7,455,86,977,27.0,85,Rambutan,augmented_smote
5.9,495,84,1107,27.3,87,Rambutan,augmented_smote
5.5,446,88,816,26.6,81,Rambutan,augmented_smote
6.4,698,82,1915,27.6,97,Rambutan,augmented_smote
5.7,443,87,934,26.7,83,Rambutan,augmented_smote
5.5,446,88,809,26.6,81,Rambutan,augmented_smote
5.9,454,84,1028,27.0,85,Rambutan,augmented_smote
6.2,610,83,1534,27.5,93,Rambutan,augmented_smote
5.6,450,87,849,26.8,83,Rambutan,augmented_smote
5.8,485,85,855,26.8,85,Rambutan,augmented_smote
5.9,481,84,1076,27.2,87,Rambutan,augmented_smote
5.7,477,86,835,26.7,84,Rambutan,augmented_smote
5.6,451,86,1006,26.8,84,Rambutan,augmented_smote
5.5,446,87,852,26.7,82,Rambutan,augmented_smote
6.0,438,83,1136,27.3,83,Rambutan,augmented_smote
6.0,489,83,1158,27.4,87,Rambutan,augmented_smote
5.7,440,87,897,26.7,82,Rambutan,augmented_smote
6.0,443,83,1110,27.2,84,Rambutan,augmented_smote
5.5,448,88,803,26.6,81,Rambutan,augmented_smote
5.7,451,85,1014,26.9,84,Rambutan,augmented_smote
5.6,445,86,952,26.8,83,Rambutan,augmented_smote
6.3,673,82,1823,27.6,95,Rambutan,augmented_smote
5.9,455,84,1050,27.0,85,Rambutan,augmented_smote
6.0,459,83,1133,27.2,85,Rambutan,augmented_smote
5.7,440,87,905,26.7,82,Rambutan,augmented_smote
5.8,449,85,992,26.9,84,Rambutan,augmented_smote
5.7,445,85,1046,27.0,84,Rambutan,augmented_smote
6.0,439,83,1164,27.4,83,Rambutan,augmented_smote
5.8,453,85,1029,26.9,85,Rambutan,augmented_smote
6.0,436,83,1145,27.4,83,Rambutan,augmented_smote
5.7,456,85,970,27.0,86,Rambutan,augmented_smote
6.3,646,82,1682,27.6,94,Rambutan,augmented_smote
5.9,496,84,1071,27.3,88,Rambutan,augmented_smote
6.3,630,81,1745,27.7,94,Rambutan,augmented_smote
5.8,458,85,934,27.1,86,Rambutan,augmented_smote
5.8,448,85,981,26.9,84,Rambutan,augmented_smote
6.4,675,81,1879,27.7,95,Rambutan,augmented_smote
6.2,538,82,1463,27.5,88,Rambutan,augmented_smote
5.8,462,85,956,27.2,87,Rambutan,augmented_smote
5.9,492,84,1087,27.2,87,Rambutan,augmented_smote
6.1,466,82,1247,27.5,86,Rambutan,augmented_smote
6.3,691,82,1892,27.6,96,Rambutan,augmented_smote
5.9,450,84,1076,27.1,84,Rambutan,augmented_smote
5.8,490,85,1072,27.2,87,Rambutan,augmented_smote
5.9,457,84,1097,27.1,85,Rambutan,augmented_smote
5.6,447,86,973,26.8,83,Rambutan,augmented_smote
5.9,442,84,1091,27.3,84,Rambutan,augmented_smote
5.8,458,85,944,27.1,86,Rambutan,augmented_smote
5.6,447,86,974,26.8,83,Rambutan,augmented_smote
5.7,440,87,896,26.7,82,Rambutan,augmented_smote
5.8,452,85,979,26.9,84,Rambutan,augmented_smote
5.7,455,86,900,27.0,85,Rambutan,augmented_smote
5.8,444,85,1065,27.1,84,Rambutan,augmented_smote
5.9,473,84,1068,27.1,86,Rambutan,augmented_smote
5.6,449,86,995,26.8,84,Rambutan,augmented_smote
5.8,473,85,944,26.9,85,Rambutan,augmented_smote
5.6,443,88,840,26.6,81,Rambutan,augmented_smote
5.7,447,86,917,26.9,84,Rambutan,augmented_smote
5.5,445,88,806,26.6,81,Rambutan,augmented_smote
5.6,449,87,842,26.8,83,Rambutan,augmented_smote
5.8,450,86,926,27.0,85,Rambutan,augmented_smote
5.6,450,87,853,26.8,83,Rambutan,augmented_smote
6.0,531,84,1208,27.4,89,Rambutan,augmented_smote
5.9,437,80,1860,27.9,83,Calamansi,augmented_smote
5.8,442,82,1402,27.4,84,Calamansi,augmented_smote
5.7,445,84,1137,27.0,85,Calamansi,augmented_smote
5.9,439,81,1656,27.7,83,Calamansi,augmented_smote
5.9,439,81,1659,27.7,83,Calamansi,augmented_smote
5.6,446,84,1006,26.9,86,Calamansi,augmented_smote
6.0,435,79,1960,28.1,82,Calamansi,augmented_smote
5.5,450,86,700,26.5,87,Calamansi,augmented_smote
5.9,439,81,1636,27.7,83,Calamansi,augmented_smote
5.7,444,83,1206,27.1,85,Calamansi,augmented_smote
5.7,445,83,1167,27.1,85,Calamansi,augmented_smote
5.8,440,81,1541,27.5,84,Calamansi,augmented_smote
5.6,448,85,872,26.7,86,Calamansi,augmented_smote
5.8,440,81,1609,27.6,84,Calamansi,augmented_smote
5.9,438,80,1757,27.8,83,Calamansi,augmented_smote
6.0,436,80,1902,28.0,82,Calamansi,augmented_smote
5.8,440,82,1526,27.5,84,Calamansi,augmented_smote
5.9,437,80,1825,27.9,83,Calamansi,augmented_smote
5.7,444,83,1207,27.1,85,Calamansi,augmented_smote
5.5,449,86,792,26.6,87,Calamansi,augmented_smote
5.6,446,84,1008,26.9,86,Calamansi,augmented_smote
5.6,446,84,1070,27.0,86,Calamansi,augmented_smote
5.6,447,84,984,26.8,86,Calamansi,augmented_smote
5.8,442,82,1403,27.4,84,Calamansi,augmented_smote
5.5,449,86,749,26.6,87,Calamansi,augmented_smote
5.8,442,82,1405,27.4,84,Calamansi,augmented_smote
5.7,443,83,1323,27.3,85,Calamansi,augmented_smote
5.9,439,81,1668,27.7,83,Calamansi,augmented_smote
5.7,443,83,1293,27.2,85,Calamansi,augmented_smote
5.7,444,83,1260,27.2,85,Calamansi,augmented_smote
5.9,439,81,1667,27.7,83,Calamansi,augmented_smote
5.6,447,85,947,26.8,86,Calamansi,augmented_smote
5.9,439,81,1646,27.7,83,Calamansi,augmented_smote
5.7,443,83,1294,27.2,85,Calamansi,augmented_smote
5.8,440,82,1527,27.5,84,Calamansi,augmented_smote
5.7,443,83,1287,27.2,85,Calamansi,augmented_smote
5.7,444,83,1238,27.2,85,Calamansi,augmented_smote
5.8,442,82,1367,27.3,84,Calamansi,augmented_smote
5.6,446,84,1056,26.9,86,Calamansi,augmented_smote
6.0,435,79,1984,28.1,82,Calamansi,augmented_smote
5.9,437,80,1824,27.9,83,Calamansi,augmented_smote
5.9,437,80,1801,27.9,83,Calamansi,augmented_smote
6.0,436,80,1878,28.0,82,Calamansi,augmented_smote
5.9,438,80,1777,27.8,83,Calamansi,augmented_smote
5.6,448,85,863,26.7,86,Calamansi,augmented_smote
5.9,437,80,1800,27.9,83,Calamansi,augmented_smote
5.7,443,83,1337,27.3,85,Calamansi,augmented_smote
6.0,435,79,1987,28.1,82,Calamansi,augmented_smote
5.7,443,83,1323,27.3,85,Calamansi,augmented_smote
5.9,439,81,1626,27.6,83,Calamansi,augmented_smote
5.9,438,80,1747,27.8,83,Calamansi,augmented_smote
5.8,442,82,1433,27.4,84,Calamansi,augmented_smote
6.0,436,79,1909,28.0,82,Calamansi,augmented_smote
5.7,444,83,1258,27.2,85,Calamansi,augmented_smote
5.8,440,81,1536,27.5,84,Calamansi,augmented_smote
5.5,449,86,767,26.6,87,Calamansi,augmented_smote
5.9,438,80,1755,27.8,83,Calamansi,augmented_smote
5.7,445,84,1114,27.0,85,Calamansi,augmented_smote
5.7,444,83,1231,27.2,85,Calamansi,augmented_smote
5.8,441,82,1502,27.5,84,Calamansi,augmented_smote
5.6,447,85,947,26.8,86,Calamansi,augmented_smote
5.9,439,81,1621,27.6,83,Calamansi,augmented_smote
5.6,447,85,961,26.8,86,Calamansi,augmented_smote
5.7,443,83,1346,27.3,85,Calamansi,augmented_smote
5.7,445,84,1107,27.0,85,Calamansi,augmented_smote
5.9,438,80,1776,27.8,83,Calamansi,augmented_smote
5.9,439,81,1686,27.7,83,Calamansi,augmented_smote
5.8,440,81,1547,27.5,84,Calamansi,augmented_smote
5.9,437,80,1836,27.9,83,Calamansi,augmented_smote
5.5,449,85,793,26.6,87,Calamansi,augmented_smote
5.9,439,81,1666,27.7,83,Calamansi,augmented_smote
6.0,435,79,1969,28.1,82,Calamansi,augmented_smote
5.9,437,80,1864,27.9,83,Calamansi,augmented_smote
5.7,443,83,1289,27.2,85,Calamansi,augmented_smote
5.7,443,83,1329,27.3,85,Calamansi,augmented_smote
5.7,443,83,1289,27.2,85,Calamansi,augmented_smote
5.7,444,83,1235,27.2,85,Calamansi,augmented_smote
5.6,447,85,918,26.8,86,Calamansi,augmented_smote
6.0,436,80,1878,27.9,82,Calamansi,augmented_smote
5.7,444,83,1218,27.1,85,Calamansi,augmented_smote
5.8,442,82,1431,27.4,84,Calamansi,augmented_smote
5.6,447,84,991,26.9,86,Calamansi,augmented_smote
5.9,439,81,1640,27.7,83,Calamansi,augmented_smote
5.8,441,82,1481,27.5,84,Calamansi,augmented_smote
5.9,438,81,1710,27.7,83,Calamansi,augmented_smote
5.7,445,84,1104,27.0,85,Calamansi,augmented_smote
5.8,442,82,1376,27.3,84,Calamansi,augmented_smote
5.5,450,86,724,26.5,87,Calamansi,augmented_smote
5.7,444,83,1199,27.1,85,Calamansi,augmented_smote
5.9,438,80,1775,27.8,83,Calamansi,augmented_smote
5.6,447,84,988,26.9,86,Calamansi,augmented_smote
5.8,440,81,1592,27.6,84,Calamansi,augmented_smote
5.6,447,85,924,26.8,86,Calamansi,augmented_smote
6.0,436,79,1931,28.0,82,Calamansi,augmented_smote
5.8,441,82,1495,27.5,84,Calamansi,augmented_smote
5.9,439,81,1623,27.6,83,Calamansi,augmented_smote
5.8,441,82,1484,27.5,84,Calamansi,augmented_smote
5.9,439,81,1634,27.6,83,Calamansi,augmented_smote
6.8,539,76,2682,28.9,93,String Bean,augmented_smote
6.9,539,76,2686,29.0,93,String Bean,augmented_smote
6.9,539,76,2689,29.0,93,String Bean,augmented_smote
6.7,536,75,2623,28.8,94,String Bean,augmented_smote
6.7,536,75,2623,28.8,94,String Bean,augmented_smote
6.8,539,76,2680,28.9,93,String Bean,augmented_smote
6.8,539,76,2679,28.9,93,String Bean,augmented_smote
6.7,536,75,2627,28.8,94,String Bean,augmented_smote
6.6,535,75,2608,28.7,94,String Bean,augmented_smote
6.6,535,75,2604,28.7,94,String Bean,augmented_smote
6.9,539,76,2688,29.0,93,String Bean,augmented_smote
6.7,537,75,2648,28.8,94,String Bean,augmented_smote
6.8,538,76,2650,28.9,93,String Bean,augmented_smote
6.8,539,76,2671,28.9,93,String Bean,augmented_smote
6.9,539,76,2689,29.0,93,String Bean,augmented_smote
6.7,536,75,2625,28.8,94,String Bean,augmented_smote
6.8,538,76,2656,28.9,93,String Bean,augmented_smote
6.8,538,76,2662,28.9,93,String Bean,augmented_smote
6.7,537,75,2644,28.8,94,String Bean,augmented_smote
6.7,537,75,2634,28.8,94,String Bean,augmented_smote
6.7,536,75,2627,28.8,94,String Bean,augmented_smote
6.9,539,76,2690,29.0,93,String Bean,augmented_smote
6.6,536,75,2614,28.7,94,String Bean,augmented_smote
6.8,538,76,2652,28.9,93,String Bean,augmented_smote
6.6,535,75,2604,28.7,94,String Bean,augmented_smote
6.7,537,75,2648,28.8,94,String Bean,augmented_smote
6.8,538,76,2658,28.9,93,String Bean,augmented_smote
6.8,539,76,2681,28.9,93,String Bean,augmented_smote
6.8,538,76,2664,28.9,93,String Bean,augmented_smote
6.8,538,76,2659,28.9,93,String Bean,augmented_smote
6.6,535,75,2607,28.7,94,String Bean,augmented_smote
6.7,536,75,2622,28.8,94,String Bean,augmented_smote
6.6,536,75,2610,28.7,94,String Bean,augmented_smote
6.7,536,75,2619,28.8,94,String Bean,augmented_smote
6.8,538,76,2661,28.9,93,String Bean,augmented_smote
6.8,538,76,2658,28.9,93,String Bean,augmented_smote
6.9,539,76,2684,29.0,93,String Bean,augmented_smote
6.6,536,75,2615,28.7,94,String Bean,augmented_smote
6.7,536,75,2620,28.8,94,String Bean,augmented_smote
6.9,539,76,2689,29.0,93,String Bean,augmented_smote
6.8,538,76,2667,28.9,93,String Bean,augmented_smote
6.7,537,75,2639,28.8,94,String Bean,augmented_smote
6.7,537,75,2639,28.8,94,String Bean,augmented_smote
6.7,536,75,2619,28.8,94,String Bean,augmented_smote
6.6,536,75,2613,28.7,94,String Bean,augmented_smote
6.8,539,76,2670,28.9,93,String Bean,augmented_smote
6.9,539,76,2687,29.0,93,String Bean,augmented_smote
6.6,535,75,2608,28.7,94,String Bean,augmented_smote
6.7,536,75,2629,28.8,94,String Bean,augmented_smote
6.8,538,76,2664,28.9,93,String Bean,augmented_smote
6.8,539,76,2677,28.9,93,String Bean,augmented_smote
6.9,539,76,2686,29.0,93,String Bean,augmented_smote
6.9,539,76,2687,29.0,93,String Bean,augmented_smote
6.7,536,75,2620,28.8,94,String Bean,augmented_smote
6.9,539,76,2685,29.0,93,String Bean,augmented_smote
6.7,536,75,2620,28.8,94,String Bean,augmented_smote
6.9,540,76,2697,29.0,93,String Bean,augmented_smote
6.9,540,76,2693,29.0,93,String Bean,augmented_smote
6.9,539,76,2685,29.0,93,String Bean,augmented_smote
6.6,536,75,2612,28.7,94,String Bean,augmented_smote
6.7,536,75,2626,28.8,94,String Bean,augmented_smote
6.9,539,76,2688,29.0,93,String Bean,augmented_smote
6.7,537,75,2632,28.8,94,String Bean,augmented_smote
6.7,537,75,2648,28.8,94,String Bean,augmented_smote
6.7,536,75,2623,28.8,94,String Bean,augmented_smote
6.9,539,76,2688,29.0,93,String Bean,augmented_smote
6.7,537,75,2631,28.8,94,String Bean,augmented_smote
6.9,539,76,2688,29.0,93,String Bean,augmented_smote
6.8,538,76,2668,28.9,93,String Bean,augmented_smote
6.8,538,76,2658,28.9,93,String Bean,augmented_smote
6.7,536,75,2619,28.8,94,String Bean,augmented_smote
6.6,536,75,2612,28.7,94,String Bean,augmented_smote
6.9,540,76,2695,29.0,93,String Bean,augmented_smote
6.8,538,76,2655,28.9,93,String Bean,augmented_smote
6.7,536,75,2626,28.8,94,String Bean,augmented_smote
6.6,536,75,2616,28.7,94,String Bean,augmented_smote
6.7,537,75,2640,28.8,94,String Bean,augmented_smote
6.7,536,75,2623,28.8,94,String Bean,augmented_smote
6.7,536,75,2627,28.8,94,String Bean,augmented_smote
6.8,539,76,2681,28.9,93,String Bean,augmented_smote
6.8,538,76,2667,28.9,93,String Bean,augmented_smote
6.7,536,75,2620,28.8,94,String Bean,augmented_smote
6.9,540,76,2697,29.0,93,String Bean,augmented_smote
6.8,538,76,2661,28.9,93,String Bean,augmented_smote
6.6,535,75,2600,28.7,94,String Bean,augmented_smote
6.9,539,76,2686,29.0,93,String Bean,augmented_smote
6.8,539,76,2672,28.9,93,String Bean,augmented_smote
6.8,539,76,2678,28.9,93,String Bean,augmented_smote
6.7,537,75,2631,28.8,94,String Bean,augmented_smote
6.7,537,75,2642,28.8,94,String Bean,augmented_smote
6.9,540,76,2699,29.0,93,String Bean,augmented_smote
6.6,535,75,2607,28.7,94,String Bean,augmented_smote
6.7,536,75,2626,28.8,94,String Bean,augmented_smote
6.8,538,76,2657,28.9,93,String Bean,augmented_smote
6.8,539,76,2677,28.9,93,String Bean,augmented_smote
6.6,535,75,2603,28.7,94,String Bean,augmented_smote
6.7,536,75,2629,28.8,94,String Bean,augmented_smote
6.7,536,75,2621,28.8,94,String Bean,augmented_smote
6.6,527,73,3097,29.2,90,Pechay,augmented_smote
6.3,526,72,3180,29.2,89,Pechay,augmented_smote
6.6,534,75,2666,28.8,94,Pechay,augmented_smote
6.6,529,73,3055,29.4,91,Pechay,augmented_smote
6.7,528,73,3031,29.2,89,Pechay,augmented_smote
6.6,529,73,3037,29.2,88,Pechay,augmented_smote
6.7,530,74,3002,29.5,92,Pechay,augmented_smote
6.3,525,74,3198,29.1,88,Pechay,augmented_smote
6.4,529,72,3018,28.9,91,Pechay,augmented_smote
6.6,529,73,3036,29.4,92,Pechay,augmented_smote
6.5,528,72,3089,29.2,91,Pechay,augmented_smote
6.4,530,72,3065,29.0,91,Pechay,augmented_smote
6.7,529,73,3009,29.2,88,Pechay,augmented_smote
6.3,526,72,3164,29.2,89,Pechay,augmented_smote
6.7,529,73,3017,29.2,87,Pechay,augmented_smote
6.6,532,74,2797,28.9,93,Pechay,augmented_smote
6.4,526,74,3131,29.1,88,Pechay,augmented_smote
6.3,525,74,3196,29.1,88,Pechay,augmented_smote
6.7,529,73,3008,29.3,88,Pechay,augmented_smote
6.4,527,72,3150,29.2,89,Pechay,augmented_smote
6.5,528,72,3085,29.1,89,Pechay,augmented_smote
6.3,526,73,3187,29.2,89,Pechay,augmented_smote
6.9,539,76,2737,29.0,93,Pechay,augmented_smote
6.4,526,72,3157,29.2,89,Pechay,augmented_smote
6.6,528,73,3064,29.2,88,Pechay,augmented_smote
6.7,528,73,3047,29.2,91,Pechay,augmented_smote
6.5,527,72,3114,29.1,90,Pechay,augmented_smote
6.3,525,73,3192,29.1,88,Pechay,augmented_smote
6.9,540,76,2691,29.0,93,Pechay,augmented_smote
6.7,529,73,3005,29.3,89,Pechay,augmented_smote
6.7,528,73,3035,29.2,90,Pechay,augmented_smote
6.6,528,73,3054,29.2,87,Pechay,augmented_smote
6.3,525,74,3189,29.1,88,Pechay,augmented_smote
6.9,540,76,2706,29.0,93,Pechay,augmented_smote
6.7,530,74,2986,29.2,91,Pechay,augmented_smote
6.6,528,73,3076,29.2,91,Pechay,augmented_smote
6.6,529,73,3046,29.2,88,Pechay,augmented_smote
6.5,528,73,3110,29.3,90,Pechay,augmented_smote
6.7,528,73,3044,29.2,91,Pechay,augmented_smote
6.3,525,74,3194,29.1,88,Pechay,augmented_smote
6.7,529,73,3009,29.2,91,Pechay,augmented_smote
6.7,528,73,3051,29.2,91,Pechay,augmented_smote
6.3,526,72,3175,29.2,89,Pechay,augmented_smote
6.6,528,74,3070,29.4,91,Pechay,augmented_smote
6.7,530,74,3000,29.5,92,Pechay,augmented_smote
6.7,529,73,3028,29.2,87,Pechay,augmented_smote
6.5,528,72,3092,29.1,91,Pechay,augmented_smote
6.7,530,74,3002,29.4,91,Pechay,augmented_smote
6.7,530,74,2970,29.4,92,Pechay,augmented_smote
6.3,527,71,3160,29.0,90,Pechay,augmented_smote
6.4,529,72,3036,28.9,91,Pechay,augmented_smote
6.7,530,74,3003,29.4,90,Pechay,augmented_smote
6.6,528,72,3066,29.1,88,Pechay,augmented_smote
6.3,526,72,3181,29.2,89,Pechay,augmented_smote
6.9,540,76,2695,29.0,93,Pechay,augmented_smote
6.5,528,72,3095,29.1,89,Pechay,augmented_smote
6.3,527,71,3163,29.0,90,Pechay,augmented_smote
6.7,532,74,2860,29.2,93,Pechay,augmented_smote
6.7,530,74,3001,29.5,91,Pechay,augmented_smote
6.5,527,74,3111,29.1,88,Pechay,augmented_smote
6.8,537,75,2807,29.0,92,Pechay,augmented_smote
6.7,531,74,2848,29.0,90,Pechay,augmented_smote
6.7,529,73,3008,29.3,88,Pechay,augmented_smote
6.6,527,73,3101,29.2,90,Pechay,augmented_smote
6.6,528,72,3084,29.1,91,Pechay,augmented_smote
6.8,539,76,2677,28.9,93,Pechay,augmented_smote
6.7,529,73,3028,29.2,89,Pechay,augmented_smote
6.4,527,71,3144,29.0,90,Pechay,augmented_smote
6.7,529,73,3021,29.2,87,Pechay,augmented_smote
6.4,531,73,2891,28.9,92,Pechay,augmented_smote
6.5,526,74,3132,29.1,89,Pechay,augmented_smote
6.7,528,73,3040,29.2,90,Pechay,augmented_smote
6.7,530,74,3011,29.5,92,Pechay,augmented_smote
6.3,526,72,3173,29.0,89,Pechay,augmented_smote
6.6,534,75,2692,28.8,93,Pechay,augmented_smote
6.3,526,73,3189,29.2,89,Pechay,augmented_smote
6.7,531,74,2943,29.4,92,Pechay,augmented_smote
6.5,527,72,3120,29.2,90,Pechay,augmented_smote
6.7,531,74,2891,29.1,89,Pechay,augmented_smote
6.7,530,74,3011,29.5,92,Pechay,augmented_smote
6.6,534,75,2644,28.8,94,Pechay,augmented_smote
6.3,527,71,3157,29.0,90,Pechay,augmented_smote
6.3,527,71,3146,29.0,90,Pechay,augmented_smote
6.5,527,74,3120,29.1,88,Pechay,augmented_smote
6.7,528,73,3034,29.2,89,Pechay,augmented_smote
6.7,530,74,3006,29.5,92,Pechay,augmented_smote
6.5,528,72,3098,29.1,89,Pechay,augmented_smote
6.7,536,74,2849,29.0,92,Pechay,augmented_smote
6.5,530,72,3040,29.0,91,Pechay,augmented_smote
6.3,527,71,3163,29.0,90,Pechay,augmented_smote
6.7,529,74,3013,29.4,92,Pechay,augmented_smote
6.3,527,71,3163,29.0,90,Pechay,augmented_smote
6.4,526,74,3160,29.1,89,Upo,augmented_smote
6.4,526,74,3160,29.1,89,Upo,augmented_smote
6.7,528,73,3043,29.2,90,Upo,augmented_smote
6.4,528,72,3118,29.1,89,Upo,augmented_smote
6.3,526,72,3171,29.1,89,Upo,augmented_smote
6.5,528,72,3075,29.1,88,Upo,augmented_smote
6.6,535,75,2607,28.7,94,Upo,augmented_smote
6.3,526,73,3185,29.1,89,Upo,augmented_smote
6.7,531,74,2884,29.0,89,Upo,augmented_smote
6.4,526,74,3143,29.1,88,Upo,augmented_smote
6.7,531,74,2942,29.2,88,Upo,augmented_smote
6.5,532,74,2795,28.8,93,Upo,augmented_smote
6.5,527,73,3109,29.2,90,Upo,augmented_smote
6.4,531,73,2909,28.9,92,Upo,augmented_smote
6.6,533,74,2741,28.9,92,Upo,augmented_smote
6.3,526,72,3173,29.1,89,Upo,augmented_smote
6.3,526,73,3183,29.1,89,Upo,augmented_smote
6.3,526,72,3181,29.2,89,Upo,augmented_smote
6.3,526,72,3178,29.2,89,Upo,augmented_smote
6.4,526,74,3175,29.1,88,Upo,augmented_smote
6.8,533,74,2888,29.1,89,Upo,augmented_smote
6.7,532,74,2868,29.2,93,Upo,augmented_smote
6.3,525,74,3197,29.1,88,Upo,augmented_smote
6.3,528,71,3113,29.0,90,Upo,augmented_smote
6.6,527,73,3079,29.2,90,Upo,augmented_smote
6.6,534,75,2664,28.8,94,Upo,augmented_smote
6.7,532,74,2823,29.0,90,Upo,augmented_smote
6.5,527,74,3119,29.1,88,Upo,augmented_smote
6.4,527,72,3150,29.2,89,Upo,augmented_smote
6.7,528,73,3043,29.2,91,Upo,augmented_smote
6.7,530,74,3003,29.4,91,Upo,augmented_smote
6.4,526,74,3144,29.2,89,Upo,augmented_smote
6.5,527,72,3107,29.1,90,Upo,augmented_smote
6.4,525,74,3178,29.1,88,Upo,augmented_smote
6.3,526,73,3188,29.2,89,Upo,augmented_smote
6.4,527,72,3146,29.2,89,Upo,augmented_smote
6.5,528,73,3099,29.3,90,Upo,augmented_smote
6.4,528,72,3106,29.2,91,Upo,augmented_smote
6.4,527,72,3134,29.2,90,Upo,augmented_smote
6.6,534,75,2692,28.8,92,Upo,augmented_smote
6.7,530,73,2982,29.2,88,Upo,augmented_smote
6.7,528,73,3035,29.2,89,Upo,augmented_smote
6.3,525,74,3196,29.1,88,Upo,augmented_smote
6.3,527,71,3156,29.0,90,Upo,augmented_smote
6.7,529,73,3007,29.3,89,Upo,augmented_smote
6.4,527,71,3125,29.0,89,Upo,augmented_smote
6.9,537,75,2787,29.0,93,Upo,augmented_smote
6.7,528,73,3057,29.2,91,Upo,augmented_smote
6.6,528,73,3071,29.2,91,Upo,augmented_smote
6.6,527,73,3091,29.2,90,Upo,augmented_smote
6.7,529,73,3018,29.2,88,Upo,augmented_smote
6.7,528,73,3040,29.2,90,Upo,augmented_smote
6.7,530,73,2972,29.2,88,Upo,augmented_smote
6.6,529,74,3052,29.4,91,Upo,augmented_smote
6.3,526,72,3177,29.0,89,Upo,augmented_smote
6.7,531,74,2852,29.0,92,Upo,augmented_smote
6.7,529,73,3005,29.3,89,Upo,augmented_smote
6.7,529,73,3020,29.2,88,Upo,augmented_smote
6.7,530,74,3005,29.4,90,Upo,augmented_smote
6.4,526,74,3148,29.1,88,Upo,augmented_smote
6.4,527,72,3138,29.3,90,Upo,augmented_smote
6.4,527,72,3133,29.2,88,Upo,augmented_smote
6.3,525,74,3198,29.1,88,Upo,augmented_smote
6.4,527,72,3132,29.1,90,Upo,augmented_smote
6.7,537,75,2646,28.8,94,Upo,augmented_smote
6.6,536,75,2612,28.7,94,Upo,augmented_smote
6.5,528,72,3071,29.1,88,Upo,augmented_smote
6.6,528,74,3061,29.4,91,Upo,augmented_smote
6.7,531,74,2919,29.3,92,Upo,augmented_smote
6.7,528,73,3043,29.2,90,Upo,augmented_smote
6.5,527,74,3108,29.3,90,Upo,augmented_smote
6.7,528,73,3060,29.2,91,Upo,augmented_smote
6.5,528,74,3077,29.3,90,Upo,augmented_smote
6.6,534,75,2690,28.8,93,Upo,augmented_smote
6.5,528,72,3091,29.1,89,Upo,augmented_smote
6.4,526,74,3172,29.1,89,Upo,augmented_smote
6.3,526,72,3185,29.2,89,Upo,augmented_smote
6.5,527,74,3110,29.3,90,Upo,augmented_smote
6.3,526,73,3186,29.2,89,Upo,augmented_smote
6.6,534,75,2671,28.8,93,Upo,augmented_smote
6.4,530,72,2958,28.9,91,Upo,augmented_smote
6.6,528,73,3058,29.2,87,Upo,augmented_smote
6.7,530,74,3005,29.5,92,Upo,augmented_smote
6.7,529,73,3014,29.2,87,Upo,augmented_smote
6.3,527,71,3162,29.0,90,Upo,augmented_smote
6.3,527,71,3164,29.0,90,Upo,augmented_smote
6.3,527,72,3168,29.0,90,Upo,augmented_smote
6.6,528,73,3070,29.2,91,Upo,augmented_smote
6.5,527,72,3114,29.1,90,Upo,augmented_smote
6.3,526,72,3175,29.1,89,Upo,augmented_smote
6.4,527,72,3130,29.1,90,Upo,augmented_smote
6.7,529,73,3031,29.2,87,Upo,augmented_smote
6.6,528,73,3070,29.2,91,Squash,augmented_smote
6.6,527,73,3093,29.2,90,Squash,augmented_smote
6.3,525,74,3196,29.1,88,Squash,augmented_smote
6.4,526,74,3141,29.2,89,Squash,augmented_smote
6.7,529,73,3018,29.2,87,Squash,augmented_smote
6.4,527,71,3135,29.0,89,Squash,augmented_smote
6.6,527,73,3103,29.2,90,Squash,augmented_smote
6.3,525,74,3182,29.1,88,Squash,augmented_smote
6.5,528,72,3097,29.2,91,Squash,augmented_smote
6.7,529,73,3007,29.3,88,Squash,augmented_smote
6.5,528,72,3091,29.1,89,Squash,augmented_smote
6.5,527,73,3100,29.2,90,Squash,augmented_smote
6.3,526,74,3179,29.1,88,Squash,augmented_smote
6.3,525,74,3192,29.1,88,Squash,augmented_smote
6.3,526,73,3188,29.1,89,Squash,augmented_smote
6.4,527,72,3143,29.3,90,Squash,augmented_smote
